order_id,customer_id,product_id,product_name,category,order_date,time,branch,city,quantity,price,tax,total_amount,payment_method,order_status,customer_rating,extra_column
ORDNGPZIKVM,CUST60IZ35P6,PROD4JF6MVD8,Dining Table,Books,14-04-2024,00:06:47,B,New York,4,483.09,48.31,1980.67,Credit Card,Delivered,4,Unnecessary
ORDQVI69AX2,CUST2CM3HJEL,PRODIES8PXBY,Smartwatch,Toys,10-09-2024,22:59:09,C,Chicago,1,110.83,11.08,121.91,Credit Card,Shipped,5,Unnecessary
ORDH110C4UC,CUSTPFUA53NQ,PROD4C5KET2I,Magazine,Toys,03-08-2024,10:03:41,A,Los Angeles,6,243.37,24.34,1484.56,PayPal,Cancelled,1,Unnecessary
ORDJ8QCI8O1,CUSTCMGO2BQ7,PROD0GIK01XS,T-Shirt,Toys,22-09-2024,01:41:49,C,Phoenix,9,241.19,24.12,2194.83,PayPal,Cancelled,2,Unnecessary
ORDEJUPMZNV,CUSTT69DWL7Z,PRODT7FTO0OX,Jeans,Home,20-04-2024,18:51:42,B,Los Angeles,3,292.51,29.25,906.78,Debit Card,Cancelled,5,Unnecessary
ORD7APAQ93T,CUSTU8MGXJJT,PRODQYA2GFVR,Dining Table,Toys,21-09-2024,22:20:42,B,Houston,5,467.61,46.76,2384.81,Credit Card,Delivered,3,Unnecessary
ORDA2P0YZHF,CUST17LYOXLK,PROD5SFQU7PY,Magazine,Electronics,18-01-2024,15:03:08,B,Houston,6,95.5,9.55,582.55,Net Banking,Cancelled,5,Unnecessary
ORDHGS6Q5F3,CUSTHU7EC41I,PRODGO24E6NZ,Laptop,Home,08-02-2024,14:19:52,C,Chicago,9,326.3,32.63,2969.33,PayPal,Pending,3,Unnecessary
ORDVZMOW1RY,CUST4X7R3V6V,PROD3SNGMKLD,Action Figure,Books,17-09-2024,14:28:05,B,New York,6,163.94,16.39,1000.03,Net Banking,Cancelled,1,Unnecessary
ORDJ9KN0AI0,CUSTLARDIJEH,PRODC0L0L5JU,Jacket,Books,18-12-2023,22:22:18,C,Chicago,1,465.06,46.51,511.57,PayPal,Cancelled,1,Unnecessary
ORDIKBTTK8A,CUSTX2XTY8OK,PRODJ0PK43DT,Sofa,Home,12-08-2024,09:45:23,C,New York,10,310.96,31.1,3140.7,Net Banking,Pending,0,Unnecessary
ORDN0D7RM7O,CUST3NGKJLPY,PRODF105KQUC,Smartwatch,Toys,31-03-2024,21:43:03,A,Chicago,4,422.12,42.21,1730.69,PayPal,Pending,1,Unnecessary
ORD46OPUFCF,CUST6RNT88IF,PRODWR1XTQ2T,Dining Table,Home,13-06-2024,01:30:31,A,Houston,9,249.08,24.91,2266.63,Debit Card,Shipped,5,Unnecessary
ORDCUHZGI7F,CUSTBWE2ARBS,PRODYPTQK8ZT,RC Car,Toys,10-09-2024,21:28:04,C,Chicago,2,378.74,37.87,795.35,Credit Card,Delivered,1,Unnecessary
ORDVYX3A7QM,CUSTPLYEUIVM,PROD3MLUK3IU,Smartwatch,Books,01-10-2024,19:26:57,A,Chicago,9,403.55,40.36,3672.31,Credit Card,Cancelled,4,Unnecessary
ORD8J34TDXX,CUST0P0BHV6A,PROD2EPK34YL,Chair,Home,15-04-2024,07:44:04,B,Houston,9,157.49,15.75,1433.16,PayPal,Cancelled,4,Unnecessary
ORD61HRT9DH,CUSTJY52K4G8,PRODFYVXT38Q,Smartwatch,Clothing,08-10-2024,10:40:17,A,Chicago,5,146.15,14.62,745.37,Net Banking,Delivered,3,Unnecessary
ORDXNMAB5U3,CUSTHNS6I6JW,PRODX5TY2HVH,Chair,Electronics,11-01-2024,04:08:55,B,New York,3,193.38,19.34,599.48,PayPal,Pending,4,Unnecessary
ORDNZAG9UM0,CUSTF78F357D,PRODWJMIO4XG,Magazine,Clothing,18-05-2024,16:53:04,A,Chicago,10,220.28,22.03,2224.83,Debit Card,Pending,4,Unnecessary
ORDIBG3MZTR,CUSTTZCXAINL,PRODRKD5MHPG,Tablet,Clothing,15-10-2024,01:15:14,A,New York,10,372.4,37.24,3761.24,Net Banking,Pending,5,Unnecessary
ORDN0JRXIL2,CUSTZXIM8A04,PRODIE3TNKW0,Jeans,Toys,26-11-2023,17:50:15,B,Chicago,9,346.16,34.62,3150.06,Credit Card,Cancelled,0,Unnecessary
ORD9EYDEU5B,CUSTBNUPDBRD,PROD1XGS4N0E,Sofa,Toys,05-01-2024,01:16:44,C,Phoenix,3,460.37,46.04,1427.15,Debit Card,Shipped,3,Unnecessary
ORDSRU3VENF,CUSTZ7Z3807B,PROD57KPNLK2,Chair,Electronics,15-01-2024,00:38:25,B,New York,8,86.25,8.62,698.62,PayPal,Delivered,4,Unnecessary
ORDT0N82MJ9,CUSTMAOLZEQ5,PROD867XFZGS,Boots,Toys,24-03-2024,06:24:41,A,New York,4,339.2,33.92,1390.72,Debit Card,Cancelled,1,Unnecessary
ORDYG45D2H2,CUSTE9DCK815,PRODLPRXCULM,Smartwatch,Home,21-04-2024,03:00:25,A,Phoenix,3,396.67,39.67,1229.68,Net Banking,Pending,1,Unnecessary
ORDT55924J0,CUSTK6I53QZ1,PRODAAHJ12N6,RC Car,Electronics,20-03-2024,22:47:42,C,New York,2,373.72,37.37,784.81,PayPal,Shipped,5,Unnecessary
ORDQBPL6OKF,CUSTLNLHSFQZ,PROD24NGCUI8,Boots,Toys,27-03-2024,12:36:39,C,Los Angeles,4,428.57,42.86,1757.14,Credit Card,Delivered,4,Unnecessary
ORD5E7WQ43V,CUSTPO8J9THR,PROD4SL6GZSI,Headphones,Clothing,28-12-2023,00:31:53,A,Los Angeles,3,36.06,3.61,111.79,Credit Card,Shipped,4,Unnecessary
ORDRC2D3LPF,CUSTMJSXXSN5,PRODTU5YD63S,Headphones,Books,22-01-2024,22:24:42,A,Houston,9,213.2,21.32,1940.12,PayPal,Cancelled,5,Unnecessary
ORDKPOOCBN7,CUSTHPVDAR71,PROD8XS967IQ,Jacket,Books,19-02-2024,14:12:40,C,Chicago,6,475.14,47.51,2898.35,Credit Card,Pending,4,Unnecessary
ORDV467CH1C,CUSTYSI5FBPD,PRODTXZCKKX1,Non-Fiction Book,Clothing,10-12-2023,07:24:10,C,New York,4,292.17,29.22,1197.9,Debit Card,Shipped,2,Unnecessary
ORDKQHK9D8D,CUSTGHEVA7C3,PRODTVLAAN6W,Laptop,Books,04-11-2023,05:30:14,A,New York,9,488.39,48.84,4444.35,PayPal,Cancelled,5,Unnecessary
ORDAG1EM95P,CUST1A95P5NR,PRODYGXQT7V7,Chair,Electronics,31-01-2024,19:17:02,A,Phoenix,2,226.28,22.63,475.19,Debit Card,Shipped,4,Unnecessary
ORDA1JIPLI2,CUSTMDVENC56,PRODCOLOJGRJ,Dining Table,Home,04-11-2023,06:36:00,C,Los Angeles,10,132.13,13.21,1334.51,Credit Card,Shipped,1,Unnecessary
ORDCJEM2UR6,CUSTC7JPIFAW,PRODT23JGZYA,Non-Fiction Book,Toys,02-10-2024,19:38:59,A,Houston,6,170.88,17.09,1042.37,Net Banking,Delivered,5,Unnecessary
ORDL06IKCS8,CUSTX2PF36OU,PRODB2XL2J0V,Non-Fiction Book,Toys,26-10-2024,14:47:26,B,New York,10,471.93,47.19,4766.49,Debit Card,Cancelled,5,Unnecessary
ORD5RVACOX2,CUST0O6LMRD1,PRODN2P3PCA9,Dining Table,Toys,29-03-2024,14:09:34,B,Los Angeles,10,97.52,9.75,984.95,Credit Card,Shipped,5,Unnecessary
ORD7KVLSET9,CUST8CO8TEHE,PRODNPQUM1YV,Smartphone,Electronics,28-11-2023,14:01:17,C,Phoenix,1,225.4,22.54,247.94,Credit Card,Cancelled,1,Unnecessary
ORDX10RTDE7,CUSTVRJC57QI,PRODZRV02TB4,RC Car,Electronics,30-01-2024,11:44:29,B,Chicago,8,375.59,37.56,3042.28,Net Banking,Pending,2,Unnecessary
ORD581ETTKZ,CUSTHFV58ULA,PROD5VE6EFR1,Smartphone,Electronics,15-09-2024,20:03:51,A,Houston,1,339.26,33.93,373.19,Credit Card,Delivered,4,Unnecessary
ORD5S1YY6A1,CUSTPA6TJF2W,PROD6LU469XK,Fiction Book,Books,03-04-2024,05:29:57,B,New York,2,120.07,12.01,252.15,Debit Card,Cancelled,2,Unnecessary
ORDSHP0DCMQ,CUST3S9GFMTZ,PRODSPJ4FIWH,Boots,Electronics,23-12-2023,00:15:14,A,New York,1,278.72,27.87,306.59,Credit Card,Shipped,5,Unnecessary
ORD03O5Y4XN,CUSTTX9UUXV0,PROD7N8E5L3M,Doll,Toys,22-08-2024,00:52:15,B,Phoenix,8,410.54,41.05,3325.37,PayPal,Cancelled,4,Unnecessary
ORDU844ICM4,CUSTZDUEPDA4,PROD830X56PI,Chair,Home,15-05-2024,14:55:07,A,Los Angeles,2,488.58,48.86,1026.02,Credit Card,Delivered,5,Unnecessary
ORD0YOW61HO,CUSTKJHWT3SX,PRODL699L32O,Board Game,Books,24-02-2024,19:05:17,A,Chicago,1,289.41,28.94,318.35,PayPal,Pending,4,Unnecessary
ORDY6VIDAQ1,CUSTU9MNWVH9,PROD1DP9AJKI,Magazine,Books,13-08-2024,01:17:59,C,Phoenix,1,218.16,21.82,239.98,Debit Card,Cancelled,2,Unnecessary
ORD0NAN36V0,CUSTFZ3749UZ,PRODYWBWC2NU,Chair,Home,30-08-2024,02:26:14,B,Houston,1,354.97,35.5,390.47,Net Banking,Pending,5,Unnecessary
ORDOD8MC6ES,CUSTM50BXTSA,PRODAFRCBDJZ,Headphones,Clothing,26-11-2023,17:49:47,B,Los Angeles,10,218.36,21.84,2205.44,Debit Card,Shipped,5,Unnecessary
ORDI6ZCF5HZ,CUSTLW0WRP78,PRODYAOA0U8R,Comic Book,Electronics,06-06-2024,00:24:38,C,Chicago,5,221.34,22.13,1128.83,Credit Card,Pending,1,Unnecessary
ORDQNLTS58I,CUST061UWBQD,PRODTRA422AI,Tablet,Electronics,15-12-2023,11:46:45,B,New York,3,254.18,25.42,787.96,PayPal,Pending,4,Unnecessary
ORDW52NQG6M,CUST23X38WUK,PROD5YP7U9TO,Magazine,Home,03-11-2023,03:44:26,A,Houston,7,485.95,48.59,3450.24,Debit Card,Shipped,1,Unnecessary
ORDINHRMA0A,CUSTKKU2PO8A,PRODDMCN963A,Headphones,Home,07-02-2024,14:23:46,B,Los Angeles,2,310.85,31.09,652.79,Net Banking,Pending,3,Unnecessary
ORDQTX2YUCK,CUST77FS42PO,PROD8P0BUIQJ,Smartwatch,Books,22-12-2023,16:00:02,C,Chicago,7,261.27,26.13,1855.02,Debit Card,Shipped,3,Unnecessary
ORD0ICJ4G2B,CUSTI0NNELYB,PRODXNP65DHE,Jacket,Books,27-04-2024,21:29:49,B,Houston,7,123.57,12.36,877.35,Net Banking,Shipped,3,Unnecessary
ORDSNXARQSP,CUST6KXPOEGC,PRODB5P9E485,Headphones,Electronics,26-09-2024,15:36:11,B,Chicago,5,37.5,3.75,191.25,PayPal,Shipped,4,Unnecessary
ORD0NTOV5C9,CUSTMWC243O0,PRODX7I30S5B,Jeans,Books,26-08-2024,02:36:32,B,Los Angeles,6,310.54,31.05,1894.29,PayPal,Delivered,3,Unnecessary
ORDG6P2Y2HD,CUSTGGGRYZ74,PRODAK2FQASP,Smartphone,Home,08-11-2023,10:37:13,B,Phoenix,1,206.52,20.65,227.17,Net Banking,Delivered,0,Unnecessary
ORDGFQ0O5Z1,CUSTAR01ASI2,PRODEVPE32J4,Comic Book,Electronics,04-03-2024,22:55:34,A,Phoenix,7,210.25,21.03,1492.78,PayPal,Cancelled,3,Unnecessary
ORDU4MU52W8,CUSTRDY5SNXC,PRODBO8LJ4G0,Board Game,Books,19-07-2024,11:36:12,C,Phoenix,7,239.22,23.92,1698.46,PayPal,Shipped,5,Unnecessary
ORD4QW5K3DY,CUSTRCN4FQ99,PRODREVR6XW0,Doll,Toys,01-02-2024,14:41:06,A,Houston,6,269.95,27,1646.7,Net Banking,Delivered,3,Unnecessary
ORD62LKQR3C,CUSTA8GNX1PN,PROD1KM9ZGW2,Action Figure,Clothing,11-08-2024,23:31:04,B,Phoenix,9,369.14,36.91,3359.17,Debit Card,Shipped,2,Unnecessary
ORDM5J82F8X,CUST6NBOOBPW,PRODPAHQBOWC,Puzzle,Electronics,16-09-2024,05:16:34,C,New York,2,195.77,19.58,411.12,Net Banking,Delivered,5,Unnecessary
ORD4PTGPXWO,CUSTNIU9NVVY,PRODAWA0CB98,Doll,Clothing,11-09-2024,04:14:07,B,Los Angeles,2,209.11,20.91,439.13,PayPal,Delivered,5,Unnecessary
ORDFJZKNOV2,CUSTLKFV87GI,PRODD7FZXR4X,Doll,Books,12-12-2023,23:23:22,C,New York,4,36.05,3.6,147.8,Credit Card,Cancelled,1,Unnecessary
ORDAJM7T9UH,CUSTKI9MAWNW,PRODPGZFWEIP,Tablet,Electronics,14-10-2024,13:21:34,C,New York,4,76.86,7.69,315.13,Debit Card,Pending,1,Unnecessary
ORDO3YY504H,CUSTXVI7AIYK,PRODC3BU64EM,Tablet,Home,21-08-2024,18:13:27,C,New York,6,125.32,12.53,764.45,Debit Card,Shipped,1,Unnecessary
ORDGNR3CNES,CUSTWDY2A7R0,PRODVM1LZ3MC,Tablet,Electronics,09-06-2024,20:18:15,B,New York,10,480.26,48.03,4850.63,PayPal,Cancelled,4,Unnecessary
ORDQSFUYAW3,CUSTMRGMFLQX,PRODJ7YI4FEM,Action Figure,Books,11-04-2024,04:27:20,A,Houston,4,247.84,24.78,1016.14,Credit Card,Shipped,1,Unnecessary
ORDIPXPPWSC,CUSTMENPWLM1,PRODJWQFMM8I,RC Car,Home,13-05-2024,07:13:56,B,Los Angeles,5,231.11,23.11,1178.66,PayPal,Shipped,5,Unnecessary
ORDFQW2KBSD,CUSTGEV8TCHG,PRODOIF0CEF1,Lamp,Toys,13-04-2024,15:59:53,B,Phoenix,5,285.53,28.55,1456.2,Credit Card,Pending,0,Unnecessary
ORDXME0P49F,CUST5N56WPJP,PRODOE4A044A,Smartwatch,Toys,26-06-2024,00:38:17,B,Chicago,10,289.46,28.95,2923.55,Net Banking,Cancelled,3,Unnecessary
ORDE2ZFGTIO,CUST8EOG9MFD,PRODFZFN0RAO,Lamp,Electronics,06-08-2024,20:39:18,C,New York,5,481.68,48.17,2456.57,PayPal,Pending,5,Unnecessary
ORDJT0J9Y80,CUSTJO29D8K9,PRODW0XKTPPV,Comic Book,Books,31-03-2024,12:19:35,C,Houston,7,32.71,3.27,232.24,Credit Card,Cancelled,4,Unnecessary
ORDEMF8U7FN,CUSTFE3TC8QL,PROD81S6J9N5,RC Car,Home,28-07-2024,11:18:12,A,Chicago,3,314.68,31.47,975.51,Credit Card,Delivered,4,Unnecessary
ORDMHQ5H9WU,CUSTRHCHGSWT,PRODZ30SD3YS,Headphones,Toys,04-02-2024,17:53:13,A,Los Angeles,8,326.74,32.67,2646.59,Credit Card,Shipped,1,Unnecessary
ORDBTNSMOJF,CUSTTKWPCDDR,PRODS38T0TC5,Comic Book,Toys,14-12-2023,04:28:52,A,Los Angeles,9,257.8,25.78,2345.98,Debit Card,Pending,0,Unnecessary
ORDJJUN3G9L,CUSTL2M6BUFE,PRODO9R6ALTH,Jeans,Clothing,11-07-2024,12:10:11,B,New York,9,77.18,7.72,702.34,Net Banking,Delivered,4,Unnecessary
ORDNL2C762R,CUSTNVGJT0ND,PROD38RYNX1V,Lamp,Home,27-07-2024,05:10:18,A,Chicago,6,80.74,8.07,492.51,Credit Card,Shipped,1,Unnecessary
ORDV5FVKID6,CUST7SDUZEOJ,PRODSC2LL44X,Sofa,Electronics,04-12-2023,15:34:50,B,Los Angeles,1,239,23.9,262.9,Debit Card,Cancelled,1,Unnecessary
ORDBPDQRS0L,CUSTUBROWL51,PRODTIW7FEAV,Smartphone,Electronics,05-09-2024,17:12:55,A,Houston,4,496.45,49.65,2035.45,Debit Card,Shipped,2,Unnecessary
ORD7GIXKOWN,CUSTH4AYQXN2,PRODPPQYKCC2,Smartwatch,Toys,24-05-2024,19:28:04,C,New York,8,49.51,4.95,401.03,Debit Card,Pending,4,Unnecessary
ORDBDQBMR6D,CUSTVLJ7GV65,PRODSILE713G,Boots,Toys,28-07-2024,02:09:05,B,Chicago,10,267.33,26.73,2700.03,Net Banking,Pending,2,Unnecessary
ORDU7LU4UQ6,CUSTHAM8HDCI,PRODTOG97RF7,Smartwatch,Electronics,26-07-2024,20:29:53,C,New York,3,188.6,18.86,584.66,Net Banking,Delivered,1,Unnecessary
ORDFJAUVGZ4,CUSTQI6PXCX8,PROD3CBZD7LI,Dining Table,Toys,05-10-2024,08:35:19,A,Los Angeles,8,19.48,1.95,157.79,Debit Card,Shipped,0,Unnecessary
ORDWHLDXD7F,CUSTG59X5PQ7,PRODF2ISYGKG,Headphones,Toys,24-12-2023,03:17:02,B,Phoenix,2,142.12,14.21,298.45,Debit Card,Shipped,2,Unnecessary
ORD66ACXI8B,CUSTLOUTKZ5A,PROD4OA87V7J,Magazine,Home,07-10-2024,08:06:55,C,Phoenix,10,10.05,1.01,101.51,Debit Card,Shipped,2,Unnecessary
ORDY5X0VBIV,CUSTLQAEODX1,PROD8N5SJZ28,Jacket,Books,12-01-2024,03:30:18,A,New York,5,37.63,3.76,191.91,PayPal,Delivered,3,Unnecessary
ORDQFPZTEKR,CUST9DF01NDC,PRODFB0I7W2V,Comic Book,Clothing,21-04-2024,15:55:55,B,Los Angeles,10,158.31,15.83,1598.93,PayPal,Shipped,4,Unnecessary
ORDTIS5G42D,CUSTLHO4GWL1,PRODFRG3JGBG,Boots,Home,07-01-2024,01:49:07,B,Houston,4,283.38,28.34,1161.86,Debit Card,Pending,3,Unnecessary
ORDX82O0O1K,CUSTHHVR1VDZ,PROD9T53X0HL,Action Figure,Books,27-03-2024,12:54:08,B,Houston,8,202.72,20.27,1642.03,Net Banking,Pending,0,Unnecessary
ORD2GAAXRKQ,CUST3QUJHMB2,PRODSSA5MPYO,Dining Table,Home,09-07-2024,16:14:17,B,New York,6,258.45,25.84,1576.54,PayPal,Shipped,1,Unnecessary
ORDPW1OPNM7,CUSTQ0RGDRGK,PRODC7CW2089,Curtains,Books,08-11-2023,09:36:24,A,Los Angeles,6,277.5,27.75,1692.75,Debit Card,Delivered,1,Unnecessary
ORDTGSL0V8L,CUSTFJ34ZK8D,PROD0SVPLDIG,Action Figure,Clothing,06-01-2024,21:36:55,A,Phoenix,8,387.33,38.73,3137.37,PayPal,Cancelled,4,Unnecessary
ORDUZEUB4LO,CUST1XLLNWPV,PRODT38J96OE,Sofa,Electronics,28-01-2024,09:53:45,B,Houston,6,363.48,36.35,2217.23,Debit Card,Delivered,1,Unnecessary
ORDZQSDN398,CUSTT0VGUCSF,PRODMDY17Y1M,Jeans,Toys,16-09-2024,10:50:51,B,Chicago,6,182.09,18.21,1110.75,Debit Card,Cancelled,0,Unnecessary
ORDQ6CBDZSR,CUST3ISXOOKY,PRODM3GYIG4V,Sneakers,Home,04-01-2024,12:47:33,C,Los Angeles,10,455.16,45.52,4597.12,PayPal,Shipped,4,Unnecessary
ORDUR5NOV7P,CUSTIMIBXL7P,PRODUSNXT6ZJ,Non-Fiction Book,Electronics,13-10-2024,10:30:36,A,New York,5,182.08,18.21,928.61,PayPal,Pending,5,Unnecessary
ORDL1PX1DBU,CUSTPSIE2YQQ,PROD9KLG29HD,Fiction Book,Clothing,16-03-2024,10:54:55,A,Los Angeles,6,209.17,20.92,1275.94,Net Banking,Delivered,0,Unnecessary
ORDP3324RCD,CUST66QKIDAR,PRODXM8MND4B,Curtains,Clothing,13-07-2024,16:04:18,A,Chicago,4,488.34,48.83,2002.19,Credit Card,Cancelled,0,Unnecessary
ORD93PMGUTZ,CUSTTUOY9FO4,PRODBZW7MN0S,Dining Table,Toys,28-07-2024,02:15:50,B,Los Angeles,7,227.5,22.75,1615.25,Debit Card,Pending,3,Unnecessary
ORDP5PFGAVQ,CUSTT3GNHN1S,PRODKR7RH4LR,Lamp,Electronics,06-09-2024,01:41:40,C,New York,7,258.02,25.8,1831.94,Debit Card,Pending,5,Unnecessary
ORD5LTE7BAI,CUSTHKTGV0V2,PRODKN0MOVTJ,Smartphone,Clothing,30-04-2024,06:40:10,A,Los Angeles,10,292.39,29.24,2953.14,PayPal,Shipped,5,Unnecessary
ORDTSZSFU3I,CUSTSPFQORYF,PRODEHCGICBR,Dining Table,Clothing,08-12-2023,12:59:23,A,Phoenix,9,380.32,38.03,3460.91,Debit Card,Pending,1,Unnecessary
ORDMX942I3M,CUSTTVXN3Q15,PRODYPHVYP52,Smartwatch,Clothing,11-05-2024,15:14:38,A,Houston,9,254.88,25.49,2319.41,Debit Card,Delivered,2,Unnecessary
ORD1INYY708,CUSTU9IMNN3I,PRODGVIYBKA0,Chair,Electronics,16-10-2024,06:37:46,B,Los Angeles,2,64.81,6.48,136.1,PayPal,Delivered,5,Unnecessary
ORD0T9MC9B3,CUSTXR9B4AZJ,PROD34YG0M2Y,Boots,Clothing,07-10-2024,07:41:07,C,New York,5,450.87,45.09,2299.44,Debit Card,Shipped,5,Unnecessary
ORDBEA5JUB6,CUST49VFN5HW,PRODSO8Z34FX,Tablet,Home,06-05-2024,01:16:32,A,New York,9,239.6,23.96,2180.36,Net Banking,Cancelled,5,Unnecessary
ORD39W5L02O,CUSTS6X0MD29,PRODTQMHQP3D,Curtains,Books,22-03-2024,12:01:17,C,New York,4,459.59,45.96,1884.32,Debit Card,Pending,2,Unnecessary
ORDFDA68LVE,CUSTSX7YFF4P,PRODYHD3I2G0,RC Car,Clothing,23-03-2024,10:15:38,C,Chicago,10,150.83,15.08,1523.38,Net Banking,Shipped,0,Unnecessary
ORDSH6LBKTO,CUST9904OR2V,PRODNPU5EE7N,Non-Fiction Book,Electronics,17-08-2024,23:27:25,C,New York,10,482.19,48.22,4870.12,PayPal,Pending,3,Unnecessary
ORDTBMIEALA,CUSTAECB2EDK,PRODY4Y1OTOZ,Smartphone,Books,17-12-2023,12:33:39,A,Phoenix,9,131.99,13.2,1201.11,PayPal,Cancelled,5,Unnecessary
ORD0W480WGM,CUSTHQU1V5D2,PROD1FA09XC3,Jeans,Clothing,25-02-2024,00:56:45,A,Chicago,9,366.03,36.6,3330.87,Net Banking,Cancelled,4,Unnecessary
ORDOKMO6IK8,CUSTLUQG6EWD,PRODAWROI9P1,Magazine,Electronics,09-07-2024,13:14:36,A,New York,5,132.38,13.24,675.14,Credit Card,Delivered,4,Unnecessary
ORDZRXYH4NB,CUSTDIXWU7ZU,PROD381EQ4Y2,Boots,Home,20-07-2024,03:10:30,C,Chicago,4,412.39,41.24,1690.8,Net Banking,Pending,0,Unnecessary
ORDXARUY1HP,CUST7361BZAO,PRODK34XOGTI,Sofa,Electronics,11-05-2024,02:26:01,B,Los Angeles,9,250.59,25.06,2280.37,Net Banking,Delivered,5,Unnecessary
ORDH4RKV5EX,CUSTN7WJ8MOD,PRODG028JTP2,Sneakers,Electronics,13-05-2024,16:34:39,A,New York,2,219.47,21.95,460.89,Debit Card,Shipped,0,Unnecessary
ORDVLT58LNP,CUSTIN1HLTWX,PROD3B411E9O,Puzzle,Home,28-03-2024,16:42:44,B,New York,10,442.32,44.23,4467.43,PayPal,Pending,1,Unnecessary
ORDUW3LVOGB,CUST982HWEZD,PROD3ZEUA0W3,Doll,Home,25-06-2024,22:38:58,C,New York,5,157.11,15.71,801.26,Credit Card,Pending,2,Unnecessary
ORD651RH11D,CUST6368PQOE,PRODETFLJEN0,Board Game,Books,15-08-2024,08:23:53,B,Los Angeles,8,204.22,20.42,1654.18,PayPal,Delivered,0,Unnecessary
ORDL3CFUAB1,CUST11HSYP7X,PROD1HURVVI0,Curtains,Toys,15-08-2024,12:42:35,B,Phoenix,3,53.12,5.31,164.67,Net Banking,Delivered,3,Unnecessary
ORDFQE28KWN,CUSTT2YGU0NP,PRODX5WLJ21O,Comic Book,Toys,11-06-2024,09:56:11,B,Phoenix,8,237.16,23.72,1921,Debit Card,Delivered,3,Unnecessary
ORDTOQOZSDR,CUST9AVOIILB,PRODZKFAOVD4,Boots,Clothing,13-09-2024,14:27:29,C,Houston,8,454.35,45.44,3680.24,Credit Card,Shipped,2,Unnecessary
ORDXHWR0R1Z,CUSTYEHQR5OC,PRODG0OGAB3U,RC Car,Books,07-11-2023,16:12:47,B,Houston,2,310.36,31.04,651.76,PayPal,Cancelled,5,Unnecessary
ORDC5T35OFQ,CUSTMH63N7N2,PROD93IQ6XCX,Jacket,Clothing,14-06-2024,15:59:14,A,Chicago,1,256.56,25.66,282.22,Credit Card,Cancelled,5,Unnecessary
ORDX6B0XB6T,CUSTHUJPAHOE,PRODFSD5DJT1,Headphones,Clothing,09-08-2024,22:43:58,A,New York,8,286.56,28.66,2321.14,PayPal,Delivered,5,Unnecessary
ORDTEOG3PXI,CUSTPQXH5YTJ,PRODMAWD2IT1,Puzzle,Home,21-02-2024,12:06:20,B,Los Angeles,3,408.08,40.81,1265.05,PayPal,Delivered,5,Unnecessary
ORDMWU8WAM0,CUST7DOVOF7S,PROD3JYTK8ZC,Magazine,Books,18-09-2024,02:05:52,B,Chicago,1,494.9,49.49,544.39,PayPal,Shipped,1,Unnecessary
ORDQ62E8X4T,CUSTQC3CIL3E,PRODH7SXH5AX,Lamp,Clothing,17-03-2024,06:04:26,C,Phoenix,7,130.02,13,923.14,Debit Card,Pending,1,Unnecessary
ORDJ59IKV75,CUST2VN1PPB2,PROD0D5RDERP,Comic Book,Toys,02-07-2024,08:14:29,C,New York,2,201.52,20.15,423.19,Debit Card,Pending,2,Unnecessary
ORD5VO74RAO,CUSTU73KPA6O,PRODMNG8CP7U,Laptop,Electronics,13-07-2024,11:22:25,C,Los Angeles,8,108.79,10.88,881.2,Net Banking,Shipped,2,Unnecessary
ORDER3AN0YI,CUSTURC8W1QD,PRODUR7EDTBB,Jacket,Books,26-06-2024,18:41:09,A,Phoenix,5,479.47,47.95,2445.3,Net Banking,Shipped,1,Unnecessary
ORDBTX7BND7,CUST0KZLRHDS,PROD5CY937V8,Smartphone,Home,06-10-2024,23:33:07,B,New York,4,368.89,36.89,1512.45,Net Banking,Shipped,3,Unnecessary
ORDRKNDU22G,CUSTHVGX6JZM,PRODQ69XUTC5,Board Game,Electronics,10-09-2024,13:12:21,B,Los Angeles,4,164.26,16.43,673.47,Credit Card,Shipped,4,Unnecessary
ORDXES5C5ZC,CUSTZ1ZTQEED,PRODNQUGNYFS,E-Book,Toys,16-01-2024,23:47:47,B,New York,1,79.2,7.92,87.12,Debit Card,Delivered,4,Unnecessary
ORD6N1BMUHC,CUSTMOCI0F94,PRODUZH0ZT2D,Chair,Books,05-09-2024,05:19:47,B,Los Angeles,10,255.92,25.59,2584.79,PayPal,Delivered,1,Unnecessary
ORDEVMTEFM4,CUST6U0R8YSN,PROD7BVCCZW2,E-Book,Home,17-11-2023,20:57:06,B,Los Angeles,3,147.62,14.76,457.62,Net Banking,Pending,3,Unnecessary
ORDUO5MKBNO,CUST81A8IKTR,PROD8M792UER,E-Book,Electronics,13-12-2023,15:23:41,B,Chicago,9,68.81,6.88,626.17,Debit Card,Shipped,3,Unnecessary
ORD99XFU78Z,CUSTINKEQAPD,PROD6B57PEI4,Doll,Toys,04-09-2024,06:26:44,B,Chicago,6,453.66,45.37,2767.33,Credit Card,Delivered,1,Unnecessary
ORDIOTB4YQ6,CUSTQY6AXD6U,PROD8CH2UV1D,E-Book,Toys,02-04-2024,17:15:50,B,Chicago,9,18.88,1.89,171.81,Debit Card,Pending,5,Unnecessary
ORDKL74EQAF,CUSTA1NQZ7AA,PRODAZU4ZV70,Comic Book,Toys,10-10-2024,07:45:01,B,Houston,8,356.28,35.63,2885.87,Net Banking,Pending,2,Unnecessary
